relationship_id,source_name,target_name,relationship_type,weight,num_sources,evidence_points,num_documents_total,docs_rhowardstone,docs_epstein_docs,docs_doc_explorer,docs_corpus,source_systems,evidence_classes,corroboration_score,max_entity_prominence
7719,Jeffrey Epstein,"Francis Peadon (house cleaning, gardening)",employed_by,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
7722,Jeffrey Epstein,Personal relationships and allegations,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
7723,Jeffrey Epstein,Flight logs and associations with celebrities,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
7724,Jeffrey Epstein,Socialization with Donald Trump,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
7725,Jeffrey Epstein,Socialization with Alan Dershowitz,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
7729,Jeffrey Epstein,Finding girls for Frederic Fekkai,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
7979,Jeffrey Epstein,Francisco Blanch,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
8035,Jeffrey Epstein,alleged social gatherings and meetings,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
8550,"Supreme Court, Appellate Division",Jeffrey Epstein,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
8567,Jeffrey Epstein,disadvantaged girls from single-parent families,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
8574,Jeffrey Epstein,Macci Fisten,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
8892,Jeffrey Epstein,50434327060000391 parcel,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
9551,IBM Corp.,Jeffrey Epstein,associated_with,2.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
9553,Jeffrey Epstein,John Gunther,associated_with,2.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
9565,National Science Foundation,Jeffrey Epstein,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
9621,Jeffrey Epstein,Pan American World Airways takeover bid,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
9622,Jeffrey Epstein,Emery Air Freight Corp takeover bid,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
9624,Jeffrey Epstein,Pennwalt Corporation,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
9636,Jeffrey Epstein,former home of Iranian deputy consul general,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
9647,Jeffrey Epstein,recruiting additional girls,financial,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
9784,Jeffrey Epstein,Cocktails and Couture event,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
9785,Jeffrey Epstein,Susan G. Komen Race for the Cure,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
9786,Jeffrey Epstein,HELP USA Golf Tournament and Auction,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
9810,Jeffrey Epstein,GTX Corp GPS Smart Shoe,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
10035,Jeffrey Epstein,firearms simulator purchase,financial,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
10038,Jeffrey Epstein,New York Attorney General Eliot Spitzer,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
10048,Jeffrey Epstein,unknown assistant,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
10049,Western Union,Jeffrey Epstein,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
10059,Jeffrey Epstein,sexual exploitation charges,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
10242,Jeffrey Epstein,Lerna Belohlavek,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
10507,Jeffrey Epstein,Network of named individuals,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11122,Jeffrey Epstein,currency exchange markets,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11129,Jeffrey Epstein,Windsor royal event attendance,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11148,Jeffrey Epstein,Trump's real estate transaction details,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11149,Jeffrey Epstein,girls hired for massage services,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11172,Jeffrey Epstein,Virginia Giuffre's mother,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11181,Jeffrey Epstein,scuba diving expedition,employed_by,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11182,Jeffrey Epstein,foreign underage girls,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11184,Jeffrey Epstein,other young women for sexual exploitation,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11185,Jeffrey Epstein,massage therapy courses,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11252,Jeffrey Epstein,Lawrence Krauss's research initiatives,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11270,Jeffrey Epstein,minor-aged girls,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11273,Jeffrey Epstein,work-release program and flexible incarceration,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11274,Jeffrey Epstein,house arrest and became free man,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11286,Jeffrey Epstein,13 months (of 18-month sentence) with work-release,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11304,Jeffrey Epstein,prosecutorial_misconduct_documentation,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11311,Jeffrey Epstein,18 months in Palm Beach County Jail,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11322,Jeffrey Epstein,approximately 23-24 minors,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11351,Jeffrey Epstein,foreign countries to United States,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11353,Jeffrey Epstein,18-month sentence at Stockade,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11355,Jeffrey Epstein,Queen's birthday at Windsor Castle,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11356,Jeffrey Epstein,Ghislaine Maxwell's 39th birthday,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11358,Jeffrey Epstein,her marriage and departure,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11359,Jeffrey Epstein,remain silent about his crimes and trafficking,communicated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11361,Jeffrey Epstein,Stephen Hawking and other Nobel Prize-winning physicists,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11362,Jeffrey Epstein,Stephen Hawking to view ocean life,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11373,Jeffrey Epstein,alleged insider trading and improper conduct,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11374,Jeffrey Epstein,Drysdale Securities collapse,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11375,Jeffrey Epstein,Michael Stroll and other wealthy investors,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11379,Jeffrey Epstein,Vicky Ward's article,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11436,Jeffrey Epstein,Harvard Hillel building,financial,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11453,Jeffrey Epstein,18 months house arrest,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11459,Palm Beach Police Department,Jeffrey Epstein,financial,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11513,"JP Morgan Chase Bank, N.A.",Jeffrey Epstein,associated_with,3.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11565,Jeffrey Epstein,Saudi Arabia financial situation,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11733,Jeffrey Epstein,network of sex trafficking,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11765,Jeffrey Epstein,Harvard University for theoretical physics research,financial,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11766,Jeffrey Epstein,Ace Greenberg at Bear Stearns,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11770,Jeffrey Epstein,scientists attending TED conference,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11777,Jeffrey Epstein,Ehud Barak for breakfast,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11819,Jeffrey Epstein,girls under legal age of sexual consent,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11822,Jeffrey Epstein,required jurisdictions,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11832,Ehud Olmert,Jeffrey Epstein,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11840,Jeffrey Epstein,Bill Gates and other billionaires,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11849,Jeffrey Epstein,business and social circles,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11850,Jeffrey Epstein,donor advised fund for billionaire philanthropists,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11854,Jeffrey Epstein,"world leaders, billionaires, and government officials",associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11855,Jeffrey Epstein,staff and companions in residence,employed_by,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11864,the island,Jeffrey Epstein,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11873,Jeffrey Epstein,"price of oil, Euro, and Danish Krone",associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11884,Jeffrey Epstein,18 months jail for solicitation of prostitution,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11927,Jeffrey Epstein,legal response letter,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11931,Jeffrey Epstein,Trump's financial dealings and tax reporting,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11941,Jeffrey Epstein,George Rick,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11942,Jeffrey Epstein,philanthropic donations and sponsorships,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11953,Jeffrey Epstein,police chief Reiter and Joe Recarey,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11955,Jeffrey Epstein,real estate auction,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11959,Little St. James Island,Jeffrey Epstein,traveled_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11962,Jeffrey Epstein,civil lawsuit and media article,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
11974,Jeffrey Epstein,Jeffrey Epstein VI Foundation educational programs,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
12087,Jeffrey Epstein,Brad Wechsler and Melanie Spinella,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
12337,Jeffrey Epstein,math and physics teacher at Dalton School,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
12338,Jeffrey Epstein,Herb Siegel,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
12343,Jeffrey Epstein,interview regarding media coverage,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
12345,Jeffrey Epstein,wealthy and prominent associates,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
12346,Jeffrey Epstein,hyper-wealth and wealth management philosophy,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
12347,Jeffrey Epstein,high-ranking Obama White House official,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
12644,Jeffrey Epstein,New York Magazine purchase effort,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
12646,Jeffrey Epstein,Manhattan mansion host,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
12648,Jeffrey Epstein,Republican debate coverage and political developments,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13044,Jeffrey Epstein,charitable status of funding recipient,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13099,Jeffrey Epstein,Kuhn Foundation charitable status,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13103,Jeffrey Epstein,foreign espionage,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13200,Jeffrey Epstein,paying 14-year-old for sex,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13252,Jeffrey Epstein,entertainment/political activities,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13254,Jeffrey Epstein,economist movie description,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13255,Jeffrey Epstein,unknown recipient's suspected involvement,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13256,Jeffrey Epstein,recipient's location and travel plans,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13257,Jeffrey Epstein,papal trip to Middle East,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13258,Jeffrey Epstein,recipient's return date to United States,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13259,Jeffrey Epstein,recipient's location in Rome,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13260,Jeffrey Epstein,FARA compliance and regulatory disclosures,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13261,Jeffrey Epstein,FARA legal counsel consultation,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13262,Jeffrey Epstein,recipient's girlfriend's agreement on FARA interpretation,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13263,Jeffrey Epstein,Barack Obama's wealth accumulation and behavior,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13264,Jeffrey Epstein,Obama family net worth,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13266,Jeffrey Epstein,George Soros and FARA registration strategy,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13267,Jeffrey Epstein,political operatives and family background,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13268,Jeffrey Epstein,New York Times editor and attribution issues,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13269,Jeffrey Epstein,Bob Woodward's television appearance,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13270,Jeffrey Epstein,Woodward's credibility and Trump's denial claims,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13271,Jeffrey Epstein,Woodward book and political strategy effectiveness,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13272,Jeffrey Epstein,China's strategic position and Iran sanctions consequences,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13273,Jeffrey Epstein,major points for economist event presentation,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13274,Jeffrey Epstein,Trump presidency economic validation through currency markets,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13276,Jeffrey Epstein,Lehman crisis attribution and currency analysis,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13277,Jeffrey Epstein,Saudi Arabia's financial position and Masa Son,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13278,Jeffrey Epstein,filming interview for Italian television,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13279,Jeffrey Epstein,meet with recipient later in day,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13281,Jeffrey Epstein,news article about Trump's executive schedule,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13282,Jeffrey Epstein,shared article with exclamation,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13283,Jeffrey Epstein,article about Senate investigating Epstein-related matters,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13285,Jeffrey Epstein,written response expressing indignation about accusations,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13286,Jeffrey Epstein,unknown participant about Senator Sasse,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13288,Jeffrey Epstein,meeting coordination,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13289,Jeffrey Epstein,Apple Watch Christmas gift,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13290,Jeffrey Epstein,two people including political and historical interests,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13291,Jeffrey Epstein,meeting participant's political positions and values,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13292,Jeffrey Epstein,completed meeting opportunity,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13296,Jeffrey Epstein,unknown participant's availability,associated_with,2.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13298,Jeffrey Epstein,briefing experience characterized by significant revelations,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13299,Jeffrey Epstein,American foreign policy and prioritization,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13303,Jeffrey Epstein,birthday celebration description,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13304,Jeffrey Epstein,billionaire pedophile compound in Virgin Islands,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13305,Jeffrey Epstein,underwater office construction proposal,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13306,Jeffrey Epstein,FBI television episode,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13308,Jeffrey Epstein,unknown media content,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13310,Jeffrey Epstein,China stock market and Trump trade tariffs,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13312,Jeffrey Epstein,meetings schedule,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13313,Jeffrey Epstein,European political landscape and right-wing movements,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13315,Jeffrey Epstein,US foreign policy in Middle East,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13318,Norway,Jeffrey Epstein,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13319,Jeffrey Epstein,Chinese military and economic capabilities,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13320,Jeffrey Epstein,Chinese discovery of NSA cyber tools,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13321,Jeffrey Epstein,Battle of Midway and Asian developments,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13322,Jeffrey Epstein,United States economic competitiveness to other countries,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13323,Jeffrey Epstein,Art of War philosophy,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13325,Jeffrey Epstein,smart individual with accomplishments,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13326,Jeffrey Epstein,recipient's performance,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13328,Jeffrey Epstein,China competition,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13329,Austria,Jeffrey Epstein,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
13330,Jeffrey Epstein,political extremism characterization,associated_with,1.0,1,1.0,2,0,0,1,0,doc-explorer,rdf,0.514,3525
